,0,1
177,84844,9101
178,39890,49075
179,12930,57327
180,97979,40566
181,16870,9061
182,3928,93957
183,71245,98586
184,8289,83211
185,9118,92825
186,81768,71073
187,68242,76772
188,65768,64449
189,94363,865
190,34013,29065
191,85632,99418
192,82706,37218
193,97089,94613
194,67999,18316
195,53542,58375
196,68609,29261
197,91136,51322
198,95660,32575
199,30395,67940
200,19822,2229
201,55325,7904
202,33630,3310
203,65277,67845
204,34563,90247
205,44890,38878
206,54001,8687
207,75838,1940
208,83931,89111
209,68010,12777
210,62369,50939
211,30318,57629
212,79479,88462
213,31117,42466
214,43267,23679
215,9623,91413
216,46206,51242
217,56408,70723
218,91586,28885
219,60171,78529
220,21279,68709
221,74921,88831
222,91523,70637
223,82519,85785
224,40257,1345
225,76116,15252
226,7556,64152
227,99775,55630
228,74219,30519
229,82223,77655
230,35247,53301
231,52390,23657
232,89160,85601
233,16586,80591
234,24065,13015
235,69983,70975
236,55163,2403
237,73389,35102
238,91965,11159
239,98094,62163
240,11616,66161
241,3651,17015
242,56582,6353
243,70915,22135
244,16041,99330
245,22628,63786
246,21140,86587
247,24595,7364
248,2015,35508
249,1063,68312
250,81810,26511
251,16744,93336
252,63875,73117
253,55449,51700
254,93756,96602
255,90763,83872
256,92265,12366
257,12362,94476
258,31981,6303
259,33177,18914
260,64602,76896
261,95085,25742
262,22509,99479
263,16043,70489
264,75290,13018
265,50374,74158
266,67572,15495
267,37055,98182
268,77186,11638
269,32544,33071
270,1878,25875
271,65126,5534
272,72092,53552
273,17712,84516
274,81039,95627
275,87476,34239
276,18375,95091
277,29494,27529
278,46210,44783
279,12351,7108
280,11352,5647
281,16030,4689
282,3390,12756
283,603,33207
284,11827,78076
285,1123,68167
286,3924,50766
287,66402,85245
288,36832,56465
289,76131,3020
290,51106,57863
291,24644,13449
292,66351,7185
293,34515,19858
294,3572,35742
295,66200,96282
296,63804,28104
297,47248,94581
298,4931,89745
299,41894,68245
300,88223,55583
301,76945,24729
302,18520,42121
303,1440,28854
304,39405,67905
305,72571,69727
306,4506,8416
307,38221,35457
308,82852,19578
309,62826,78728
310,24567,3921
311,4682,65831
312,88024,23894
313,33791,72914
314,29446,57022
315,67233,16127
316,17152,15097
317,730,34062
318,28928,43287
319,88004,56880
320,65514,60743
321,88301,50807
322,74357,26416
323,32837,33702
324,59049,18971
325,91793,96616
326,43083,29622
327,97338,18354
328,22601,96273
329,27898,29778
330,56149,38339
331,95637,58418
332,39483,63062
333,94070,50358
334,92752,65602
335,95205,76311
336,73840,47708
337,38673,83815
338,78668,23336
339,72782,81871
340,50761,43768
341,68023,28556
342,27107,82333
343,61416,96971
344,18525,20465
345,26202,48856
346,34548,2774
347,48464,74072
348,18987,27965
349,2539,14462
350,16362,3069
351,97400,90647
352,35559,34286
353,49787,87423
354,27738,96150
355,58043,15311
356,65166,39213
357,63997,94660
358,20717,27656
359,24530,78224
360,21174,6116
361,68030,79260
362,55286,60038
363,17904,15468
364,86545,69444
365,95763,73774
366,18922,98420
367,27319,29604
368,61270,64767
369,1064,4115
370,8424,71845
371,59672,95474
372,51066,24236
373,44848,83537
374,22633,43007
375,25923,332
376,58240,75351
377,51783,69551
378,33131,70383
379,75249,43655
380,49394,2885
381,87771,56776
382,404,967
383,93575,60192
384,82483,95394
385,78096,74601
386,28374,38375
387,58341,45562
388,75198,66199
389,64511,15596
390,44038,54825
391,25136,95420
392,88199,95696
393,46518,83240
394,71787,22957
395,68974,10541
396,75307,72202
397,12176,35422
398,62030,1700
399,49856,59743
400,64466,52847
401,668,11939
402,57709,95192
403,52400,82012
404,94833,44884
405,65415,13244
406,80057,52688
407,73422,17841
408,86874,10092
409,94159,89785
410,16466,30147
411,6549,25191
412,92525,30318
413,40627,61689
414,27531,77556
415,88177,6883
416,4465,89027
417,99189,54875
418,47856,34055
419,83694,44998
420,54379,5350
421,47454,27327
422,87096,66075
423,3469,44073
424,99254,84104
425,4630,1828
426,75878,36127
427,21776,79936
428,92781,5081
429,23060,5385
430,89587,88017
431,18346,56076
432,47867,77942
433,41004,72964
434,13430,26507
435,381,26754
436,8755,33860
437,58832,41722
438,92450,42118
439,64821,75662
440,84642,69937
441,2105,11309
442,17305,98687
443,60154,20129
444,77752,45806
445,39994,76415
446,30257,71636
447,60804,14433
448,8060,26571
449,83168,44490
450,81281,18399
451,29319,5427
452,84291,90776
453,2134,50906
454,12889,88190
455,70671,77503
456,53206,67436
457,3864,50060
458,71232,32540
459,35128,38687
460,45383,57227
461,43864,18834
462,83422,97581
463,45657,76620
464,90923,18340
465,93059,18609
466,82431,82030
467,32308,25326
468,94968,82900
469,19185,73452
470,55937,40569
471,53897,31335
472,62026,8180
473,63032,11416
474,81488,86881
475,8601,65098
476,73718,76114
477,22577,86312
478,99460,16555
479,58858,23300
480,65384,1890
481,13622,56809
482,14212,51364
483,90949,99560
484,19069,66887
485,48930,24345
486,48909,21715
487,55205,65516
488,51696,2347
489,11560,9734
490,98848,84192
491,82785,18801
492,85828,23536
493,74671,29451
494,47269,97499
495,87933,62741
496,83248,61797
497,9002,36089
498,55287,45925
499,81455,3888
500,47329,97937
501,16738,77997
502,68790,16566
503,31232,13755
504,98034,61810
505,45243,39675
506,43597,56
507,98246,9640
508,36542,63554
509,54606,90248
510,9301,1183
511,87282,82106
512,48551,91684
513,91285,40820
514,11090,65653
515,71454,38693
516,65829,50046
517,44481,30982
518,23672,28659
519,34339,12052
520,90980,10856
521,78901,23890
522,3423,45498
523,37522,34980
524,19932,94547
525,92578,79493
526,12931,43252
527,12677,40439
528,819,23895
529,6125,30009
530,53248,22558
531,14469,62026
532,64440,71078
533,35616,77457
534,67375,5812
535,49214,2129
536,66203,53293
537,80968,986
538,79396,63800
539,37781,66456
540,9715,88320
541,24581,55539
542,63414,1717
543,63949,74623
544,46595,42776
545,9384,25589
546,64974,58599
547,94277,18397
548,27064,91380
549,55621,65961
550,69222,97796
551,70168,1233
552,63528,36717
553,80304,54720
554,94510,18477
555,40068,28073
556,86847,41947
557,4861,81081
558,91570,55156
559,18108,75602
560,92797,28552
561,10653,4318
562,58973,95135
563,65708,13765
564,85683,77035
565,58791,72578
566,84134,13820
567,16715,3675
568,4130,33425
569,8333,60292
570,2658,29873
571,29888,47671
572,92509,7076
573,24885,147
574,85346,49809
575,88754,85688
576,87449,17121
577,80326,93172
578,41417,73570
579,62569,18054
580,34147,81749
581,37638,41586
582,28177,28895
583,59599,79314
584,98155,47782
585,1035,64663
586,88241,50750
587,12774,66690
588,88944,44343
589,19873,30230
590,8308,64088
591,46992,70226
592,83493,91670
593,49337,10114
594,10134,54418
595,89272,99454
596,21051,47585
597,10771,33388
598,80834,98256
599,89357,45685
600,14114,89146
601,31302,22191
602,51107,93529
603,23249,69275
604,91555,17545
605,20144,92614
606,57011,81053
607,61058,67069
608,59316,86846
609,109,28535
610,22645,23325
611,83445,21696
612,66015,16049
613,82896,96302
614,33160,59445
615,80234,45701
616,69853,11744
617,17729,93679
618,20261,35622
619,95032,26452
620,19899,12315
621,43848,95497
622,53819,36062
623,1946,13290
624,75651,50322
625,62387,45997
626,70384,92197
627,68507,24191
628,88256,88510
629,29789,99728
630,83043,14796
631,14979,89308
632,97422,78971
633,96333,51810
634,665,54572
635,83779,91797
636,15008,28899
637,11812,90694
638,32086,19343
639,19311,39343
640,38267,83887
641,7440,7086
642,8587,63086
643,84193,78527
644,19413,44762
645,47199,38631
646,98913,63175
647,79128,8707
648,1447,79639
649,19812,94561
650,7520,73663
651,58170,16876
652,78767,21522
653,36504,1372
654,12155,82886
655,53725,16987
656,15724,88590
657,31280,84283
658,531,52591
659,21899,38409
660,21132,219
661,45275,36334
662,14983,82570
663,9207,32542
664,82137,45753
665,13076,89645
666,32752,87316
667,94091,2801
668,91316,2494
669,17593,69989
670,86692,37489
671,83916,51403
672,84429,86050
673,6123,7955
674,52149,86642
675,35368,89562
676,85722,24909
677,84034,80239
678,71297,62006
679,226,71720
680,20433,1
681,83398,87589
682,5442,2647
683,81622,88920
684,93237,46874
685,76689,50311
686,67773,69082
687,16764,60288
688,12187,29824
689,45084,92009
690,23959,64372
691,83235,95838
692,38733,84257
693,55868,67979
694,29,61592
695,83831,54662
696,80100,43959
697,14723,64730
698,60832,17605
699,72946,8980
700,37493,95214
701,27258,43752
702,67542,40474
703,28426,52917
704,35520,87034
705,19478,74504
706,53315,23678
707,89835,26246
708,45636,74361
709,84411,40791
710,44013,58866
711,67751,30263
712,94119,6119
713,15872,42607
714,97486,72433
715,4530,18181
716,2285,11850
717,48179,59662
718,36594,26971
719,52069,19534
720,44214,12513
721,50187,22147
722,63191,9518
723,96123,25437
724,37905,10353
725,35302,24170
726,26074,11680
727,24510,11463
728,77136,19348
729,34296,21139
730,29704,53365
731,22944,88593
732,10945,68791
733,73256,69042
734,40940,28870
735,2718,29917
736,94666,59999
737,53811,49405
738,75159,17913
739,14802,96236
740,29858,72500
741,79484,67348
742,55887,49159
743,8798,24800
744,89519,52040
745,60659,67605
746,53544,30404
747,8514,96963
748,97430,65774
749,1228,81116
750,16133,96108
751,19944,24700
752,25547,24746
753,76840,61985
754,57327,55430
755,96467,53767
756,97937,85656
757,22345,22279
758,75533,21576
759,80499,43076
760,39170,45350
761,25194,24096
762,78713,36249
763,7331,203
764,92642,23397
765,45567,1028
766,58155,79261
767,4918,73623
768,92414,2136
769,42478,97422
770,57589,95076
771,46276,60196
772,28529,93763
773,36871,3870
774,44875,51350
775,66783,89550
776,1043,1348
777,78311,79323
778,65698,55047
779,95457,7538
780,28935,44145
781,58156,65006
782,12445,25871
783,21019,50217
784,81654,85652
785,82814,8201
786,75481,8474
787,41055,50461
788,55067,62196
789,49768,6735
790,7422,12164
791,30983,40140
792,81931,12879
793,45122,2955
794,75101,40132
795,71773,70828
796,52323,21986
797,41386,62209
798,36729,65230
799,24027,1231
800,82430,45959
801,53824,65220
802,75518,34111
803,38146,97745
804,27401,69254
805,1321,64511
806,20200,99790
807,30934,34359
808,43923,83440
809,9472,79333
810,87617,87483
811,7973,8396
812,40413,41783
813,34242,86080
814,51833,11884
815,7298,67554
816,26372,91581
817,22704,87628
818,87196,99777
819,1866,96042
820,10454,22641
821,8810,5144
822,14074,56312
823,77163,37851
824,15394,62156
825,5630,39946
826,17801,24045
827,80920,80725
828,22571,21036
829,25311,17211
830,270,48842
831,2144,58894
832,63031,75223
833,82371,81670
834,94758,56900
835,38188,52825
836,34663,23820
837,69757,21284
838,37718,58923
839,55552,93086
840,81137,7542
841,27652,13772
842,87492,7734
843,25632,71325
844,95731,27253
845,53233,34964
846,69684,54855
847,75600,23017
848,84135,50069
849,72452,5092
850,73281,14391
851,45808,88189
852,934,45252
853,12130,86704
854,15750,20341
855,69210,67946
856,99905,14489
857,63643,8924
858,47850,19496
859,83564,36636
860,77241,83048
861,75978,69846
862,24255,22280
863,89197,61632
864,42934,89562
865,76920,28812
866,29994,46746
867,45675,21710
868,30076,85038
869,69280,76818
870,70557,41959
871,43708,28599
872,62628,82403
873,89095,6105
874,80504,22469
875,76887,46408
876,27720,51181
877,67628,22376
878,11080,57489
879,37351,6649
880,55940,48261
881,56000,48896
882,79866,7445
883,33203,50591
884,16228,1288
885,8716,36550
886,74862,24433
887,32459,86879
888,58183,83055
889,18633,90943
890,40377,51802
891,70141,33426
892,84619,45736
893,28850,48080
894,45925,81184
895,7057,31070
896,16792,63524
897,54610,84057
898,21249,43446
899,15667,95892
900,91038,39750
901,44221,13212
902,992,73574
903,8700,62754
904,45100,14877
905,68628,60553
906,67824,96824
907,46145,14829
