,0,1
254,55449,51700
255,93756,96602
256,90763,83872
257,92265,12366
258,12362,94476
259,31981,6303
260,33177,18914
261,64602,76896
262,95085,25742
263,22509,99479
264,16043,70489
265,75290,13018
266,50374,74158
267,67572,15495
268,37055,98182
269,77186,11638
270,32544,33071
271,1878,25875
272,65126,5534
273,72092,53552
274,17712,84516
275,81039,95627
276,87476,34239
277,18375,95091
278,29494,27529
279,46210,44783
280,12351,7108
281,11352,5647
282,16030,4689
283,3390,12756
284,603,33207
285,11827,78076
286,1123,68167
287,3924,50766
288,66402,85245
289,36832,56465
290,76131,3020
291,51106,57863
292,24644,13449
293,66351,7185
294,34515,19858
295,3572,35742
296,66200,96282
297,63804,28104
298,47248,94581
299,4931,89745
300,41894,68245
301,88223,55583
302,76945,24729
303,18520,42121
304,1440,28854
305,39405,67905
306,72571,69727
307,4506,8416
308,38221,35457
309,82852,19578
310,62826,78728
311,24567,3921
312,4682,65831
313,88024,23894
314,33791,72914
315,29446,57022
316,67233,16127
317,17152,15097
318,730,34062
319,28928,43287
320,88004,56880
321,65514,60743
322,88301,50807
323,74357,26416
324,32837,33702
325,59049,18971
326,91793,96616
327,43083,29622
328,97338,18354
329,22601,96273
330,27898,29778
331,56149,38339
332,95637,58418
333,39483,63062
334,94070,50358
335,92752,65602
336,95205,76311
337,73840,47708
338,38673,83815
339,78668,23336
340,72782,81871
341,50761,43768
342,68023,28556
343,27107,82333
344,61416,96971
345,18525,20465
346,26202,48856
347,34548,2774
348,48464,74072
349,18987,27965
350,2539,14462
351,16362,3069
352,97400,90647
353,35559,34286
354,49787,87423
355,27738,96150
356,58043,15311
357,65166,39213
358,63997,94660
359,20717,27656
360,24530,78224
361,21174,6116
362,68030,79260
363,55286,60038
364,17904,15468
365,86545,69444
366,95763,73774
367,18922,98420
368,27319,29604
369,61270,64767
370,1064,4115
371,8424,71845
372,59672,95474
373,51066,24236
374,44848,83537
375,22633,43007
376,25923,332
377,58240,75351
378,51783,69551
379,33131,70383
380,75249,43655
381,49394,2885
382,87771,56776
383,404,967
384,93575,60192
385,82483,95394
386,78096,74601
387,28374,38375
388,58341,45562
389,75198,66199
390,64511,15596
391,44038,54825
392,25136,95420
393,88199,95696
394,46518,83240
395,71787,22957
396,68974,10541
397,75307,72202
398,12176,35422
399,62030,1700
400,49856,59743
401,64466,52847
402,668,11939
403,57709,95192
404,52400,82012
405,94833,44884
406,65415,13244
407,80057,52688
408,73422,17841
409,86874,10092
410,94159,89785
411,16466,30147
412,6549,25191
413,92525,30318
414,40627,61689
415,27531,77556
416,88177,6883
417,4465,89027
418,99189,54875
419,47856,34055
420,83694,44998
421,54379,5350
422,47454,27327
423,87096,66075
424,3469,44073
425,99254,84104
426,4630,1828
427,75878,36127
428,21776,79936
429,92781,5081
430,23060,5385
431,89587,88017
432,18346,56076
433,47867,77942
434,41004,72964
435,13430,26507
436,381,26754
437,8755,33860
438,58832,41722
439,92450,42118
440,64821,75662
441,84642,69937
442,2105,11309
443,17305,98687
444,60154,20129
445,77752,45806
446,39994,76415
447,30257,71636
448,60804,14433
449,8060,26571
450,83168,44490
451,81281,18399
452,29319,5427
453,84291,90776
454,2134,50906
455,12889,88190
456,70671,77503
457,53206,67436
458,3864,50060
459,71232,32540
460,35128,38687
461,45383,57227
462,43864,18834
463,83422,97581
464,45657,76620
465,90923,18340
466,93059,18609
467,82431,82030
468,32308,25326
469,94968,82900
470,19185,73452
471,55937,40569
472,53897,31335
473,62026,8180
474,63032,11416
475,81488,86881
476,8601,65098
477,73718,76114
478,22577,86312
479,99460,16555
480,58858,23300
481,65384,1890
482,13622,56809
483,14212,51364
484,90949,99560
485,19069,66887
486,48930,24345
487,48909,21715
488,55205,65516
489,51696,2347
490,11560,9734
491,98848,84192
492,82785,18801
493,85828,23536
494,74671,29451
495,47269,97499
496,87933,62741
497,83248,61797
498,9002,36089
499,55287,45925
500,81455,3888
501,47329,97937
502,16738,77997
503,68790,16566
504,31232,13755
505,98034,61810
506,45243,39675
507,43597,56
508,98246,9640
509,36542,63554
510,54606,90248
511,9301,1183
512,87282,82106
513,48551,91684
514,91285,40820
515,11090,65653
516,71454,38693
517,65829,50046
518,44481,30982
519,23672,28659
520,34339,12052
521,90980,10856
522,78901,23890
523,3423,45498
524,37522,34980
525,19932,94547
526,92578,79493
527,12931,43252
528,12677,40439
529,819,23895
530,6125,30009
531,53248,22558
532,14469,62026
533,64440,71078
534,35616,77457
535,67375,5812
536,49214,2129
537,66203,53293
538,80968,986
539,79396,63800
540,37781,66456
541,9715,88320
542,24581,55539
543,63414,1717
544,63949,74623
545,46595,42776
546,9384,25589
547,64974,58599
548,94277,18397
549,27064,91380
550,55621,65961
551,69222,97796
552,70168,1233
553,63528,36717
554,80304,54720
555,94510,18477
556,40068,28073
557,86847,41947
558,4861,81081
559,91570,55156
560,18108,75602
561,92797,28552
562,10653,4318
563,58973,95135
564,65708,13765
565,85683,77035
566,58791,72578
567,84134,13820
568,16715,3675
569,4130,33425
570,8333,60292
571,2658,29873
572,29888,47671
573,92509,7076
574,24885,147
575,85346,49809
576,88754,85688
577,87449,17121
578,80326,93172
579,41417,73570
580,62569,18054
581,34147,81749
582,37638,41586
583,28177,28895
584,59599,79314
585,98155,47782
586,1035,64663
587,88241,50750
588,12774,66690
589,88944,44343
590,19873,30230
591,8308,64088
592,46992,70226
593,83493,91670
594,49337,10114
595,10134,54418
596,89272,99454
597,21051,47585
598,10771,33388
599,80834,98256
600,89357,45685
601,14114,89146
602,31302,22191
603,51107,93529
604,23249,69275
605,91555,17545
606,20144,92614
607,57011,81053
608,61058,67069
609,59316,86846
610,109,28535
611,22645,23325
612,83445,21696
613,66015,16049
614,82896,96302
615,33160,59445
616,80234,45701
617,69853,11744
618,17729,93679
619,20261,35622
620,95032,26452
621,19899,12315
622,43848,95497
623,53819,36062
624,1946,13290
625,75651,50322
626,62387,45997
627,70384,92197
628,68507,24191
629,88256,88510
630,29789,99728
631,83043,14796
632,14979,89308
633,97422,78971
634,96333,51810
635,665,54572
636,83779,91797
637,15008,28899
638,11812,90694
639,32086,19343
640,19311,39343
641,38267,83887
642,7440,7086
643,8587,63086
644,84193,78527
645,19413,44762
646,47199,38631
647,98913,63175
648,79128,8707
649,1447,79639
650,19812,94561
651,7520,73663
652,58170,16876
653,78767,21522
654,36504,1372
655,12155,82886
656,53725,16987
657,15724,88590
658,31280,84283
659,531,52591
660,21899,38409
661,21132,219
662,45275,36334
663,14983,82570
664,9207,32542
665,82137,45753
666,13076,89645
667,32752,87316
668,94091,2801
669,91316,2494
670,17593,69989
671,86692,37489
672,83916,51403
673,84429,86050
674,6123,7955
675,52149,86642
676,35368,89562
677,85722,24909
678,84034,80239
679,71297,62006
680,226,71720
681,20433,1
682,83398,87589
683,5442,2647
684,81622,88920
685,93237,46874
686,76689,50311
687,67773,69082
688,16764,60288
689,12187,29824
690,45084,92009
691,23959,64372
692,83235,95838
693,38733,84257
694,55868,67979
695,29,61592
696,83831,54662
697,80100,43959
698,14723,64730
699,60832,17605
700,72946,8980
701,37493,95214
702,27258,43752
703,67542,40474
704,28426,52917
705,35520,87034
706,19478,74504
707,53315,23678
708,89835,26246
709,45636,74361
710,84411,40791
711,44013,58866
712,67751,30263
713,94119,6119
714,15872,42607
715,97486,72433
716,4530,18181
717,2285,11850
718,48179,59662
719,36594,26971
720,52069,19534
721,44214,12513
722,50187,22147
723,63191,9518
724,96123,25437
725,37905,10353
726,35302,24170
727,26074,11680
728,24510,11463
729,77136,19348
730,34296,21139
731,29704,53365
732,22944,88593
733,10945,68791
734,73256,69042
735,40940,28870
736,2718,29917
737,94666,59999
738,53811,49405
739,75159,17913
740,14802,96236
741,29858,72500
742,79484,67348
743,55887,49159
744,8798,24800
745,89519,52040
746,60659,67605
747,53544,30404
748,8514,96963
749,97430,65774
750,1228,81116
751,16133,96108
752,19944,24700
753,25547,24746
754,76840,61985
755,57327,55430
756,96467,53767
757,97937,85656
758,22345,22279
759,75533,21576
760,80499,43076
761,39170,45350
762,25194,24096
763,78713,36249
764,7331,203
765,92642,23397
766,45567,1028
767,58155,79261
768,4918,73623
769,92414,2136
770,42478,97422
771,57589,95076
772,46276,60196
773,28529,93763
774,36871,3870
775,44875,51350
776,66783,89550
777,1043,1348
778,78311,79323
779,65698,55047
780,95457,7538
781,28935,44145
782,58156,65006
783,12445,25871
784,21019,50217
785,81654,85652
786,82814,8201
787,75481,8474
788,41055,50461
789,55067,62196
790,49768,6735
791,7422,12164
792,30983,40140
793,81931,12879
794,45122,2955
795,75101,40132
796,71773,70828
797,52323,21986
798,41386,62209
799,36729,65230
800,24027,1231
801,82430,45959
802,53824,65220
803,75518,34111
804,38146,97745
805,27401,69254
806,1321,64511
807,20200,99790
808,30934,34359
809,43923,83440
810,9472,79333
811,87617,87483
812,7973,8396
813,40413,41783
814,34242,86080
815,51833,11884
816,7298,67554
817,26372,91581
818,22704,87628
819,87196,99777
820,1866,96042
821,10454,22641
822,8810,5144
823,14074,56312
824,77163,37851
825,15394,62156
826,5630,39946
827,17801,24045
828,80920,80725
829,22571,21036
830,25311,17211
831,270,48842
832,2144,58894
833,63031,75223
834,82371,81670
835,94758,56900
836,38188,52825
837,34663,23820
838,69757,21284
839,37718,58923
840,55552,93086
841,81137,7542
842,27652,13772
843,87492,7734
844,25632,71325
845,95731,27253
846,53233,34964
847,69684,54855
848,75600,23017
849,84135,50069
850,72452,5092
851,73281,14391
852,45808,88189
853,934,45252
854,12130,86704
855,15750,20341
856,69210,67946
857,99905,14489
858,63643,8924
859,47850,19496
860,83564,36636
861,77241,83048
862,75978,69846
863,24255,22280
864,89197,61632
865,42934,89562
866,76920,28812
867,29994,46746
868,45675,21710
869,30076,85038
870,69280,76818
871,70557,41959
872,43708,28599
873,62628,82403
874,89095,6105
875,80504,22469
876,76887,46408
877,27720,51181
878,67628,22376
879,11080,57489
880,37351,6649
881,55940,48261
882,56000,48896
883,79866,7445
884,33203,50591
885,16228,1288
886,8716,36550
887,74862,24433
888,32459,86879
889,58183,83055
890,18633,90943
891,40377,51802
892,70141,33426
893,84619,45736
894,28850,48080
895,45925,81184
896,7057,31070
897,16792,63524
898,54610,84057
899,21249,43446
900,15667,95892
901,91038,39750
902,44221,13212
903,992,73574
904,8700,62754
905,45100,14877
906,68628,60553
907,67824,96824
908,46145,14829
